,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
2031,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2032,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2033,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2034,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2035,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2036,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2037,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2038,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2039,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2040,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2041,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2042,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2043,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2044,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2045,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2046,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2047,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2048,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2049,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2050,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2051,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2052,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2053,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2054,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2055,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2056,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2057,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2058,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2059,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2060,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2061,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2062,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2063,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2064,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2065,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2066,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2067,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2068,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2069,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2070,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2071,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2072,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2073,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2074,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2075,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2076,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2077,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2078,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2079,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2080,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2081,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2082,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2083,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2084,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2085,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2086,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2087,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2088,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2089,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2090,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2091,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2092,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2093,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2094,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2095,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2096,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2097,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2098,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2099,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2100,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2101,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2102,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2103,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2104,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2105,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2106,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2107,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2108,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2109,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2110,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2111,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2112,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2113,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2114,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2115,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2116,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2117,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2118,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2119,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2120,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2121,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2122,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2123,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2124,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2125,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2126,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2127,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2128,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2129,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2130,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2131,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2132,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2133,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2134,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2135,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2136,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2137,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2138,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2139,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2140,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2141,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2142,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2143,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2144,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2145,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2146,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2147,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2148,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2149,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2150,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2151,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2152,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2153,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2154,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2155,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2156,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2157,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2158,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2159,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2160,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2161,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2162,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2163,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2164,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2165,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2166,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2167,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2168,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2169,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2170,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2171,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2172,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2173,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2174,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2175,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2176,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2177,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2178,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2179,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2180,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2181,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2182,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2183,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2184,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2185,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2186,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2187,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2188,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
